表層形, 品詞
は,助詞
、,記号
何,名詞
と,助詞
し,動詞
て,助詞
も,助詞
私,名詞
が,助詞
上京,名詞
し,動詞
て,助詞
、,記号
上原,名詞
さん,名詞
に,助詞
お目にかかろ,動詞
う,助動詞
、,記号
私,名詞
の,助詞
帆,名詞
は,助詞
既に,副詞
挙げ,動詞
られ,動詞
て,助詞
、,記号
港,名詞
の,助詞
外,名詞
に,助詞
出,動詞
て,助詞
しまっ,動詞
た,助動詞
の,名詞
だ,助動詞
もの,名詞
、,記号
立ちつくし,動詞
て,助詞
いる,動詞
わけ,名詞
に,助詞
ゆか,動詞
ない,助動詞
、,記号
行く,動詞
ところ,名詞
まで,助詞
行か,動詞
なけれ,助動詞
ば,助詞
なら,動詞
ない,助動詞
、,記号
と,助詞
ひそか,名詞
に,助詞
上京,名詞
の,助詞
心,名詞
支度,名詞
を,助詞
はじめ,動詞
た,助動詞
とたん,名詞
に,助詞
、,記号
お母さま,名詞
の,助詞
御,接頭詞
様子,名詞
が,助詞
、,記号
おかしく,形容詞
なっ,動詞
た,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
一夜,名詞
、,記号
ひどい,形容詞
お,接頭詞
咳,名詞
が,助詞
出,動詞
て,助詞
、,記号
お,接頭詞
熱,名詞
を,助詞
計っ,動詞
て,助詞
み,動詞
たら,助動詞
、,記号
三,名詞
十,名詞
九,名詞
度,名詞
あっ,動詞
た,助動詞
。,記号
「,記号
きょう,名詞
、,記号
寒かっ,形容詞
た,助動詞
から,助詞
でしょ,助動詞
う,助動詞
。,記号
あす,名詞
に,助詞
なれ,動詞
ば,助詞
、,記号
なおり,動詞
ます,助動詞
」,記号
と,フィラー
お母さま,名詞
は,助詞
、,記号
咳き込み,動詞
ながら,助詞
小声,名詞
で,助詞
おっしゃっ,動詞
た,助動詞
が,助詞
、,記号
私,名詞
に,助詞
は,助詞
、,記号
どうも,副詞
、,記号
ただ,名詞
の,助詞
お,接頭詞
咳,名詞
で,助詞
は,助詞
ない,助動詞
よう,名詞
に,助詞
思わ,動詞
れ,動詞
て,助詞
、,記号
あす,名詞
は,助詞
とにかく,副詞
下,名詞
の,助詞
村,名詞
の,助詞
お,接頭詞
医者,名詞
に,助詞
来,動詞
て,助詞
もらお,動詞
う,助動詞
と,助詞
心,名詞
に,助詞
きめ,動詞
た,助動詞
。,記号
翌,接頭詞
る,助動詞
朝,名詞
、,記号
お,接頭詞
熱,名詞
は,助詞
三,名詞
十,名詞
七,名詞
度,名詞
に,助詞
さ,動詞
がり,動詞
、,記号
お,接頭詞
咳,名詞
も,助詞
あまり,副詞
出,動詞
なく,助動詞
なっ,動詞
て,助詞
い,動詞
た,助動詞
が,助詞
、,記号
それでも,接続詞
私,名詞
は,助詞
、,記号
村,名詞
の,助詞
先生,名詞
の,助詞
ところ,名詞
へ,助詞
行っ,動詞
て,助詞
、,記号
お母さま,名詞
が,助詞
、,記号
この,連体詞
頃,名詞
にわかに,副詞
お,接頭詞
弱り,動詞
に,助詞
なっ,動詞
た,助動詞
こと,名詞
、,記号
ゆうべ,名詞
から,助詞
また,副詞
熱,名詞
が,助詞
出,動詞
て,助詞
、,記号
お,接頭詞
咳,名詞
も,助詞
、,記号
ただ,名詞
の,助詞
風邪,名詞
の,助詞
お,接頭詞
咳,名詞
と,助詞
違う,動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
する,動詞
こと,名詞
等,名詞
を,助詞
申し上げ,動詞
て,助詞
、,記号
御,接頭詞
診察,名詞
を,助詞
お願い,名詞
し,動詞
た,助動詞
。,記号
先生,名詞
は,助詞
、,記号
では,接続詞
のち,名詞
ほど,助詞
伺い,動詞
ましょ,助動詞
う,助動詞
、,記号
これ,名詞
は,助詞
到来物,名詞
で,助動詞
ござい,助動詞
ます,助動詞
が,助詞
、,記号
と,助詞
おっしゃっ,動詞
て,助詞
応接間,名詞
の,助詞
隅,名詞
の,助詞
戸棚,名詞
から,助詞
梨,名詞
を,助詞
三つ,名詞
取り出し,動詞
て,助詞
私,名詞
に,助詞
下さっ,動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
お昼,名詞
すこし,副詞
過ぎ,動詞
、,記号
白絣,名詞
に,助詞
夏,名詞
羽織,名詞
を,助詞
お召,名詞
し,動詞
に,助詞
なっ,動詞
て,助詞
診察,名詞
に,助詞
いら,動詞
し,動詞
た,助動詞
。,記号
れい,名詞
の,助詞
如く,助動詞
、,記号
ていねい,名詞
に,助詞
永い,形容詞
事,名詞
、,記号
聴診,名詞
や,助詞
打診,名詞
を,助詞
なさっ,動詞
て,助詞
、,記号
それから,接続詞
私,名詞
の,助詞
ほう,名詞
に,助詞
真正面,名詞
に,助詞
向き直り,動詞
、,記号
「,記号
御,接頭詞
心配,名詞
は,助詞
ござい,助動詞
ませ,助動詞
ん,助動詞
。,記号
お,接頭詞
くすり,名詞
を,助詞
、,記号
お,接頭詞
飲み,動詞
に,助詞
なれ,動詞
ば,助詞
、,記号
なおり,動詞
ます,助動詞
」,記号
と,助詞
おっしゃる,動詞
。,記号
私,名詞
は,助詞
妙,名詞
に,助詞
可笑しく,形容詞
、,記号
笑い,名詞
を,助詞
こらえ,動詞
て,助詞
、,記号
「,記号
お,接頭詞
注射,名詞
は,助詞
、,記号
いかが,名詞
でしょ,助動詞
う,助動詞
か,助詞
」,記号
と,フィラー
お,接頭詞
たずね,動詞
する,動詞
と,助詞
、,記号
まじめ,名詞
に,助詞
、,記号
「,記号
その,連体詞
必要,名詞
は,助詞
、,記号
ござい,助動詞
ませ,助動詞
ん,助動詞
でしょ,助動詞
う,助動詞
。,記号
お,接頭詞
かぜ,名詞
で,助動詞
ござい,助動詞
ます,助動詞
から,助詞
、,記号
しずか,名詞
に,助詞
し,動詞
て,助詞
いらっしゃる,動詞
と,助詞
、,記号
間もなく,副詞
お,接頭詞
かぜ,名詞
が,助詞
抜け,動詞
ます,助動詞
でしょ,助動詞
う,助動詞
」,記号
と,助詞
おっしゃっ,動詞
た,助動詞
。,記号
けれども,接続詞
、,記号
お母さま,名詞
の,助詞
お,接頭詞
熱,名詞
は,助詞
、,記号
それ,名詞
から,助詞
一,名詞
週間,名詞
経っ,動詞
て,助詞
も,助詞
下ら,動詞
なかっ,助動詞
た,助動詞
。,記号
咳,名詞
は,助詞
おさまっ,動詞
た,助動詞
けれども,助詞
、,記号
お,接頭詞
熱,名詞
の,助詞
ほう,名詞
は,助詞
、,記号
朝,名詞
は,助詞
七,名詞
度,名詞
七,名詞
分,名詞
くらい,助詞
で,助動詞
、,記号
夕方,名詞
に,助詞
なる,動詞
と,助詞
九,名詞
度,名詞
に,助詞
なっ,動詞
た,助動詞
。,記号
お,接頭詞
医者,名詞
は,助詞
、,記号
あの,連体詞
翌日,名詞
から,助詞
、,記号
おなか,名詞
を,助詞
こわし,動詞
た,助動詞
とか,助詞
で,助詞
休ん,動詞
で,助詞
い,動詞
らし,助動詞
て,助詞
、,記号
私,名詞
が,助詞
お,接頭詞
くすり,名詞
を,助詞
頂き,動詞
に,助詞
行っ,動詞
て,助詞
、,記号
お母さま,名詞
の,助詞
ご,接頭詞
容態,名詞
の,助詞
思わしくない,形容詞
事,名詞
を,助詞
看護,名詞
婦,名詞
さん,名詞
に,助詞
告げ,動詞
て,助詞
、,記号
先生,名詞
に,助詞
伝え,動詞
て,助詞
いただい,動詞
て,助詞
も,助詞
、,記号
普通,名詞
の,助詞
お,接頭詞
風邪,名詞
で,助詞
心配,名詞
は,助詞
あり,動詞
ませ,助動詞
ん,助動詞
、,記号
という,助詞
御返事,名詞
で,助詞
、,記号
水薬,名詞
と,助詞
散薬,名詞
を,助詞
くださる,動詞
。,記号
直治,名詞
は,助詞
相,接頭詞
変ら,動詞
ず,助動詞
の,助詞
東京,名詞
出張,名詞
で,助詞
、,記号
もう,副詞
十,名詞
日,名詞
あまり,副詞
帰ら,動詞
ない,助動詞
。,記号
私,名詞
ひとり,名詞
で,助詞
、,記号
心細,形容詞
さ,名詞
の,助詞
あまり,名詞
和田,名詞
の,助詞
叔父,名詞
さま,名詞
へ,助詞
、,記号
お母さま,名詞
の,助詞
御,接頭詞
様子,名詞
の,助詞
変っ,動詞
た,助動詞
事,名詞
を,助詞
葉書,名詞
に,助詞
したため,動詞
て,助詞
知らせ,動詞
て,助詞
やっ,動詞
た,助動詞
。,記号
発熱,名詞
し,動詞
て,助詞
かれこれ,副詞
十,名詞
日,名詞
目,名詞
に,助詞
、,記号
村,名詞
の,助詞
先生,名詞
が,助詞
、,記号
やっと,副詞
腹,名詞
工合,名詞
い,名詞
が,助詞
よろしく,副詞
なり,動詞
まし,助動詞
た,助動詞
と,助詞
言っ,動詞
て,助詞
、,記号
診察,名詞
し,動詞
に,助詞
いら,動詞
し,動詞
た,助動詞
。,記号
先生,名詞
は,助詞
、,記号
お母さま,名詞
の,助詞
お,接頭詞
胸,名詞
を,助詞
注意,名詞
深,形容詞
そう,名詞
な,助動詞
表情,名詞
で,助詞
打診,名詞
な,助動詞
さり,動詞
ながら,助詞
、,記号
「,記号
わかり,動詞
まし,助動詞
た,助動詞
、,記号
わかり,動詞
まし,助動詞
た,助動詞
」,記号
と,フィラー
お,接頭詞
叫び,名詞
に,助詞
なり,動詞
、,記号
それから,接続詞
、,記号
また,接続詞
私,名詞
の,助詞
ほう,名詞
に,助詞
真正面,名詞
に,助詞
向き直ら,動詞
れ,動詞
て,助詞
、,記号
「,記号
お,接頭詞
熱,名詞
の,助詞
原因,名詞
が,助詞
、,記号
わかり,動詞
まし,助動詞
て,助詞
ござい,助動詞
ます,助動詞
。,記号
左,名詞
肺,名詞
に,助詞
浸潤,名詞
を,助詞
起し,動詞
て,助詞
い,動詞
ます,助動詞
。,記号
でも,接続詞
、,記号
ご,接頭詞
心配,名詞
は,助詞
要り,動詞
ませ,助動詞
ん,助動詞
。,記号
お,接頭詞
熱,名詞
は,助詞
、,記号
当分,名詞
つづく,動詞
でしょ,助動詞
う,助動詞
けれども,助詞
、,記号
お,接頭詞
しずか,名詞
に,助詞
し,動詞
て,助詞
いらっしゃっ,動詞
たら,助動詞
、,記号
ご,接頭詞
心配,名詞
は,助詞
ござい,助動詞
ませ,助動詞
ん,助動詞
」,記号
と,助詞
おっしゃっ,動詞
る,動詞
。,記号
そう,副詞
かしら,助詞
？,記号
　,記号
と,助詞
思い,動詞
ながら,助詞
も,助詞
、,記号
溺れる,動詞
者,名詞
の,助詞
藁,名詞
に,助詞
すがる,動詞
気持,名詞
も,助詞
あっ,動詞
て,助詞
、,記号
村,名詞
の,助詞
先生,名詞
の,助詞
その,連体詞
診断,名詞
に,助詞
、,記号
私,名詞
は,助詞
少し,副詞
ほっと,副詞
し,動詞
た,助動詞
ところ,名詞
も,助詞
あっ,動詞
た,助動詞
。,記号
お,接頭詞
医者,名詞
が,助詞
お,接頭詞
帰り,名詞
に,助詞
なっ,動詞
て,助詞
から,助詞
、,記号
「,記号
よかっ,形容詞
た,助動詞
わ,助詞
ね,助詞
、,記号
お母さま,名詞
。,記号
ほんの,連体詞
少し,副詞
の,助詞
浸潤,名詞
なんて,助詞
、,記号
たいてい,副詞
の,助詞
ひと,名詞
に,助詞
ある,動詞
もの,名詞
よ,助詞
。,記号
お,接頭詞
気持,名詞
を,助詞
丈夫,名詞
に,助詞
お,接頭詞
持ち,動詞
に,助詞
なっ,動詞
て,助詞
いさ,副詞
え,フィラー
したら,接続詞
、,記号
わけ,動詞
なく,助動詞
なおっ,動詞
て,助詞
しまい,動詞
ます,助動詞
わ,助詞
。,記号
ことし,名詞
の,助詞
夏,名詞
の,助詞
季候,名詞
不順,名詞
が,助詞
いけ,動詞
なかっ,助動詞
た,助動詞
の,助詞
よ,助詞
。,記号
夏,名詞
は,助詞
きらい,動詞
。,記号
かず子,名詞
は,助詞
、,記号
夏,名詞
の,助詞
花,名詞
も,助詞
、,記号
きらい,名詞
」,記号
お母さま,名詞
は,助詞
お,接頭詞
眼,名詞
を,助詞
つぶり,動詞
ながら,助詞
お笑い,名詞
に,助詞
なり,動詞
、,記号
「,記号
夏,名詞
の,助詞
花,名詞
の,助詞
好き,名詞
な,助動詞
ひと,名詞
は,助詞
、,記号
夏,名詞
に,助詞
死ぬ,動詞
って,助詞
いう,動詞
から,助詞
、,記号
私,名詞
も,助詞
ことし,名詞
の,助詞
夏,名詞
あたり,名詞
死ぬ,動詞
の,名詞
か,助詞
と,助詞
思っ,動詞
て,助詞
い,動詞
たら,助動詞
、,記号
直治,名詞
が,助詞
帰っ,動詞
て,助詞
来,動詞
た,助動詞
ので,助詞
、,記号
秋,名詞
まで,助詞
生き,動詞
て,助詞
しまっ,動詞
た,助動詞
」,記号
あんな,連体詞
直治,名詞
でも,助詞
、,記号
やはり,副詞
お母さま,名詞
の,助詞
生きる,動詞
た,助動詞
のみ,助詞
の,助詞
柱,名詞
に,助詞
なっ,動詞
て,助詞
いる,動詞
の,名詞
か,助詞
、,記号
と,助詞
思っ,動詞
たら,助動詞
、,記号
つらかっ,形容詞
た,助動詞
。,記号
「,記号
それでも,接続詞
、,記号
もう,副詞
夏,名詞
が,助詞
すぎ,動詞
て,助詞
しまっ,動詞
た,助動詞
の,名詞
です,助動詞
から,助詞
、,記号
お母さま,名詞
の,助詞
危険,名詞
期,名詞
も,助詞
峠,名詞
を,助詞
越し,動詞
た,助動詞
って,助詞
わけ,名詞
な,助動詞
の,助詞
ね,助詞
。,記号
お母さま,名詞
、,記号
お,接頭詞
庭,名詞
の,助詞
萩,名詞
が,助詞
咲い,動詞
て,助詞
い,動詞
ます,助動詞
わ,助詞
。,記号
それから,接続詞
、,記号
女郎花,名詞
、,記号
われ,名詞
も,助詞
こう,副詞
、,記号
桔梗,名詞
、,記号
かる,形容詞
か,助詞
や,助詞
、,記号
芒,名詞
。,記号
お,接頭詞
庭,名詞
が,助詞
すっかり,副詞
秋,名詞
の,助詞
お,接頭詞
庭,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
わ,助詞
。,記号
十月,名詞
に,助詞
なっ,動詞
たら,助動詞
、,記号
きっと,副詞
お,接頭詞
熱,名詞
も,助詞
下る,動詞
でしょ,助動詞
う,助動詞
」,記号
私,名詞
は,助詞
、,記号
それ,名詞
を,助詞
祈っ,動詞
て,助詞
い,動詞
た,助動詞
。,記号
早く,形容詞
この,連体詞
九月,名詞
の,助詞
、,記号
蒸暑い,形容詞
、,記号
謂わ,動詞
ば,助詞
残暑,名詞
の,助詞
季節,名詞
が,助詞
過ぎる,動詞
と,助詞
いい,形容詞
。,記号
そうして,接続詞
、,記号
菊,名詞
が,助詞
咲い,動詞
て,助詞
、,記号
うらら,名詞
か,助詞
な,助詞
小春日和,名詞
が,助詞
つづく,動詞
よう,名詞
に,助詞
なる,動詞
と,助詞
、,記号
きっと,副詞
お母さま,名詞
の,助詞
お,接頭詞
